,party,procedure_type,percent_dissent
2814,ECR,RSP,0.0980392156862745
2815,EPP,RSP,0.0
2816,GUE/NGL,RSP,0.4545454545454546
2817,Greens/EFA,RSP,0.0161290322580645
2818,ID,RSP,0.5652173913043479
2819,Renew,RSP,0.0
2820,S&D,RSP,0.0165289256198346
2821,ECR,NLE,0.087719298245614
2822,EPP,NLE,0.1949685534591194
2823,GUE/NGL,NLE,0.1999999999999999
2824,Greens/EFA,NLE,0.0
2825,ID,NLE,0.0185185185185184
2826,Renew,NLE,0.2315789473684211
2827,S&D,NLE,0.0
2828,ECR,DEC,0.0727272727272727
2829,EPP,DEC,0.0759493670886075
2830,GUE/NGL,DEC,0.0645161290322581
2831,Greens/EFA,DEC,0.0151515151515151
2832,ID,DEC,0.0408163265306122
2833,Renew,DEC,0.0109890109890109
2834,S&D,DEC,0.0827067669172932
2835,ECR,DEC,0.2678571428571429
2836,EPP,DEC,0.0
2837,GUE/NGL,DEC,0.0
2838,Greens/EFA,DEC,0.0
2839,ID,DEC,0.5
2840,Renew,DEC,0.0
2841,S&D,DEC,0.0
2842,ECR,BUD,0.1694915254237288
2843,EPP,BUD,0.0063291139240506
2844,GUE/NGL,BUD,0.1034482758620689
2845,Greens/EFA,BUD,0.0
2846,ID,BUD,0.1538461538461538
2847,Renew,BUD,0.0
2848,S&D,BUD,0.0
2849,ECR,DEC,0.3571428571428571
2850,EPP,DEC,0.0062111801242236
2851,GUE/NGL,DEC,0.0
2852,Greens/EFA,DEC,0.0
2853,ID,DEC,0.1428571428571429
2854,Renew,DEC,0.0
2855,S&D,DEC,0.0073529411764705
2856,ECR,COD,0.4915254237288136
2857,EPP,COD,0.0
2858,GUE/NGL,COD,0.2058823529411765
2859,Greens/EFA,COD,0.0
2860,ID,COD,0.3508771929824561
2861,Renew,COD,0.0
2862,S&D,COD,0.0
2863,ECR,COD,0.3333333333333333
2864,EPP,COD,0.032258064516129
2865,GUE/NGL,COD,0.1764705882352941
2866,Greens/EFA,COD,0.0147058823529411
2867,ID,COD,0.3571428571428571
2868,Renew,COD,0.0
2869,S&D,COD,0.0223880597014924
2870,ECR,RSP,0.0714285714285714
2871,EPP,RSP,0.1533742331288343
2872,GUE/NGL,RSP,0.0
2873,Greens/EFA,RSP,0.0
2874,ID,RSP,0.0943396226415094
2875,Renew,RSP,0.2083333333333333
2876,S&D,RSP,0.0676691729323308
2877,ECR,BUD,0.3559322033898305
2878,EPP,BUD,0.0875
2879,GUE/NGL,BUD,0.5
2880,Greens/EFA,BUD,0.0746268656716417
2881,ID,BUD,0.3859649122807017
2882,Renew,BUD,0.063157894736842
2883,S&D,BUD,0.1185185185185184
2884,ECR,RSP,0.1578947368421053
2885,EPP,RSP,0.0617283950617284
2886,GUE/NGL,RSP,0.1142857142857143
2887,Greens/EFA,RSP,0.0307692307692307
2888,ID,RSP,0.4150943396226415
2889,Renew,RSP,0.0618556701030927
2890,S&D,RSP,0.0
2891,ECR,RSP,0.0701754385964912
2892,EPP,RSP,0.0
2893,GUE/NGL,RSP,0.0
2894,Greens/EFA,RSP,0.0
2895,ID,RSP,0.2307692307692307
2896,Renew,RSP,0.0112359550561798
2897,S&D,RSP,0.032258064516129
2898,ECR,RSP,0.3653846153846154
2899,EPP,RSP,0.0930232558139535
2900,GUE/NGL,RSP,0.0
2901,Greens/EFA,RSP,0.0153846153846153
2902,ID,RSP,0.3725490196078431
2903,Renew,RSP,0.0
2904,S&D,RSP,0.0
2905,ECR,COD,0.0727272727272727
2906,EPP,COD,0.0
2907,GUE/NGL,COD,0.1290322580645161
2908,Greens/EFA,COD,0.0
2909,ID,COD,0.3333333333333333
2910,Renew,COD,0.0
2911,S&D,COD,0.0
2912,ECR,COD,0.0909090909090909
2913,EPP,COD,0.0
2914,GUE/NGL,COD,0.3548387096774194
2915,Greens/EFA,COD,0.0634920634920634
2916,ID,COD,0.0188679245283018
2917,Renew,COD,0.0
2918,S&D,COD,0.0
2919,ECR,COD,0.3272727272727272
2920,EPP,COD,0.1806451612903226
2921,GUE/NGL,COD,0.0645161290322581
2922,Greens/EFA,COD,0.0
2923,ID,COD,0.3333333333333333
2924,Renew,COD,0.0326086956521739
2925,S&D,COD,0.0
2926,ECR,INI,0.2909090909090909
2927,EPP,INI,0.2026143790849672
2928,GUE/NGL,INI,0.0344827586206896
2929,Greens/EFA,INI,0.0
2930,ID,INI,0.0566037735849056
2931,Renew,INI,0.0
2932,S&D,INI,0.0081967213114754
2933,ECR,COD,0.0545454545454545
2934,EPP,COD,0.0
2935,GUE/NGL,COD,0.0999999999999999
2936,Greens/EFA,COD,0.0
2937,ID,COD,0.3148148148148147
2938,Renew,COD,0.0
2939,S&D,COD,0.0
2940,ECR,NLE,0.0
2941,EPP,NLE,0.0
2942,GUE/NGL,NLE,0.1666666666666666
2943,Greens/EFA,NLE,0.032258064516129
2944,ID,NLE,0.0
2945,Renew,NLE,0.0
2946,S&D,NLE,0.024
2947,ECR,NLE,0.0
2948,EPP,NLE,0.0
2949,GUE/NGL,NLE,0.0666666666666666
2950,Greens/EFA,NLE,0.0
2951,ID,NLE,0.0188679245283018
2952,Renew,NLE,0.0
2953,S&D,NLE,0.0
2954,ECR,NLE,0.0
2955,EPP,NLE,0.0
2956,GUE/NGL,NLE,0.0666666666666666
2957,Greens/EFA,NLE,0.0
2958,ID,NLE,0.0
2959,Renew,NLE,0.0
2960,S&D,NLE,0.0
2961,ECR,INI,0.1636363636363637
2962,EPP,INI,0.0522875816993464
2963,GUE/NGL,INI,0.1666666666666666
2964,Greens/EFA,INI,0.0634920634920634
2965,ID,INI,0.2962962962962963
2966,Renew,INI,0.010752688172043
2967,S&D,INI,0.0
2968,ECR,COD,0.0181818181818181
2969,EPP,COD,0.0
2970,GUE/NGL,COD,0.2580645161290322
2971,Greens/EFA,COD,0.0
2972,ID,COD,0.0
2973,Renew,COD,0.0
2974,S&D,COD,0.0079365079365079
2975,ECR,NLE,0.1090909090909091
2976,EPP,NLE,0.0576923076923077
2977,GUE/NGL,NLE,0.5483870967741935
2978,Greens/EFA,NLE,0.0
2979,ID,NLE,0.4339622641509434
2980,Renew,NLE,0.0
2981,S&D,NLE,0.0161290322580645
2982,ECR,COD,0.3818181818181818
2983,EPP,COD,0.0063694267515923
2984,GUE/NGL,COD,0.5806451612903225
2985,Greens/EFA,COD,0.4761904761904761
2986,ID,COD,0.3454545454545454
2987,Renew,COD,0.0109890109890109
2988,S&D,COD,0.024
2989,ECR,COD,0.3157894736842105
2990,EPP,COD,0.0
2991,GUE/NGL,COD,0.0606060606060605
2992,Greens/EFA,COD,0.0
2993,ID,COD,0.2037037037037037
2994,Renew,COD,0.0
2995,S&D,COD,0.0074074074074074
2996,ECR,INI,0.3448275862068966
2997,EPP,INI,0.0127388535031847
2998,GUE/NGL,INI,0.4838709677419355
2999,Greens/EFA,INI,0.0144927536231883
3000,ID,INI,0.4406779661016949
3001,Renew,INI,0.1263157894736841
3002,S&D,INI,0.0
3003,ECR,INI,0.1296296296296296
3004,EPP,INI,0.0064102564102563
3005,GUE/NGL,INI,0.0
3006,Greens/EFA,INI,0.0
3007,ID,INI,0.3076923076923077
3008,Renew,INI,0.0
3009,S&D,INI,0.0
3010,ECR,NLE,0.0
3011,EPP,NLE,0.0
3012,GUE/NGL,NLE,0.4838709677419355
3013,Greens/EFA,NLE,0.0149253731343284
3014,ID,NLE,0.2962962962962963
3015,Renew,NLE,0.0105263157894737
3016,S&D,NLE,0.0
3017,ECR,COD,0.0
3018,EPP,COD,0.0
3019,GUE/NGL,COD,0.0303030303030302
3020,Greens/EFA,COD,0.0
3021,ID,COD,0.0
3022,Renew,COD,0.0
3023,S&D,COD,0.0
3024,ECR,INI,0.5
3025,EPP,INI,0.0779220779220779
3026,GUE/NGL,INI,0.3548387096774194
3027,Greens/EFA,INI,0.0
3028,ID,INI,0.0169491525423728
3029,Renew,INI,0.0736842105263158
3030,S&D,INI,0.0
3031,ECR,CNS,0.1929824561403509
3032,EPP,CNS,0.1161290322580644
3033,GUE/NGL,CNS,0.2580645161290322
3034,Greens/EFA,CNS,0.0
3035,ID,CNS,0.396551724137931
3036,Renew,CNS,0.2395833333333333
3037,S&D,CNS,0.044776119402985
3038,ECR,INI,0.2941176470588235
3039,EPP,INI,0.0
3040,GUE/NGL,INI,0.074074074074074
3041,Greens/EFA,INI,0.0
3042,ID,INI,0.3207547169811321
3043,Renew,INI,0.011111111111111
3044,S&D,INI,0.0
3045,ECR,COD,0.0350877192982456
3046,EPP,COD,0.032258064516129
3047,GUE/NGL,COD,0.0625
3048,Greens/EFA,COD,0.0
3049,ID,COD,0.1296296296296296
3050,Renew,COD,0.0
3051,S&D,COD,0.0
3052,ECR,INI,0.5614035087719298
3053,EPP,INI,0.0967741935483871
3054,GUE/NGL,INI,0.2727272727272727
3055,Greens/EFA,INI,0.0149253731343284
3056,ID,INI,0.4074074074074074
3057,Renew,INI,0.2083333333333333
3058,S&D,INI,0.075187969924812
3059,ECR,NLE,0.1929824561403509
3060,EPP,NLE,0.0129870129870129
3061,GUE/NGL,NLE,0.0
3062,Greens/EFA,NLE,0.0
3063,ID,NLE,0.490566037735849
3064,Renew,NLE,0.0
3065,S&D,NLE,0.0074074074074074
3066,ECR,COD,0.4
3067,EPP,COD,0.0
3068,GUE/NGL,COD,0.074074074074074
3069,Greens/EFA,COD,0.0615384615384615
3070,ID,COD,0.2452830188679244
3071,Renew,COD,0.0
3072,S&D,COD,0.0
3073,ECR,COD,0.0526315789473684
3074,EPP,COD,0.0
3075,GUE/NGL,COD,0.0
3076,Greens/EFA,COD,0.0
3077,ID,COD,0.0185185185185184
3078,Renew,COD,0.0104166666666666
3079,S&D,COD,0.0
3080,ECR,INI,0.4827586206896551
3081,EPP,INI,0.1096774193548386
3082,GUE/NGL,INI,0.3870967741935484
3083,Greens/EFA,INI,0.0
3084,ID,INI,0.4067796610169492
3085,Renew,INI,0.0212765957446808
3086,S&D,INI,0.0223880597014924
3087,ECR,NLE,0.0
3088,EPP,NLE,0.0
3089,GUE/NGL,NLE,0.3333333333333333
3090,Greens/EFA,NLE,0.0
3091,ID,NLE,0.0566037735849056
3092,Renew,NLE,0.0
3093,S&D,NLE,0.0
3094,ECR,BUD,0.1176470588235294
3095,EPP,BUD,0.0
3096,GUE/NGL,BUD,0.2068965517241379
3097,Greens/EFA,BUD,0.0
3098,ID,BUD,0.2727272727272727
3099,Renew,BUD,0.0
3100,S&D,BUD,0.0
3101,ECR,RSP,0.0172413793103448
3102,EPP,RSP,0.0198675496688741
3103,GUE/NGL,RSP,0.4827586206896551
3104,Greens/EFA,RSP,0.0634920634920634
3105,ID,RSP,0.5272727272727273
3106,Renew,RSP,0.0106382978723403
3107,S&D,RSP,0.1693548387096773
3108,ECR,RSP,0.1372549019607842
3109,EPP,RSP,0.1605839416058394
3110,GUE/NGL,RSP,0.1851851851851852
3111,Greens/EFA,RSP,0.0153846153846153
3112,ID,RSP,0.0384615384615384
3113,Renew,RSP,0.0333333333333333
3114,S&D,RSP,0.0
3115,ECR,RSP,0.1041666666666666
3116,EPP,RSP,0.2272727272727273
3117,GUE/NGL,RSP,0.2083333333333333
3118,Greens/EFA,RSP,0.0
3119,ID,RSP,0.4259259259259259
3120,Renew,RSP,0.0
3121,S&D,RSP,0.0
3122,ECR,RSP,0.1666666666666666
3123,EPP,RSP,0.0
3124,GUE/NGL,RSP,0.0769230769230768
3125,Greens/EFA,RSP,0.0
3126,ID,RSP,0.2156862745098039
3127,Renew,RSP,0.0116279069767442
3128,S&D,RSP,0.0086206896551723
3129,ECR,RSP,0.16
3130,EPP,RSP,0.0
3131,GUE/NGL,RSP,0.12
3132,Greens/EFA,RSP,0.0
3133,ID,RSP,0.1132075471698113
3134,Renew,RSP,0.0
3135,S&D,RSP,0.0
3136,ECR,RSP,0.3921568627450981
3137,EPP,RSP,0.1999999999999999
3138,GUE/NGL,RSP,0.1111111111111111
3139,Greens/EFA,RSP,0.0
3140,ID,RSP,0.0
3141,Renew,RSP,0.1111111111111111
3142,S&D,RSP,0.0701754385964912
3143,ECR,INI,0.2407407407407407
3144,EPP,INI,0.0188679245283018
3145,GUE/NGL,INI,0.0
3146,Greens/EFA,INI,0.0
3147,ID,INI,0.4716981132075472
3148,Renew,INI,0.0
3149,S&D,INI,0.0
3150,ECR,COD,0.0
3151,EPP,COD,0.0062499999999999
3152,GUE/NGL,COD,0.0
3153,Greens/EFA,COD,0.0
3154,ID,COD,0.0338983050847457
3155,Renew,COD,0.0
3156,S&D,COD,0.0
3157,ECR,INI,0.1818181818181817
3158,EPP,INI,0.0782608695652173
3159,GUE/NGL,INI,0.0
3160,Greens/EFA,INI,0.0
3161,ID,INI,0.3725490196078431
3162,Renew,INI,0.0
3163,S&D,INI,0.0
3164,ECR,INI,0.1607142857142857
3165,EPP,INI,0.0
3166,GUE/NGL,INI,0.1034482758620689
3167,Greens/EFA,INI,0.1875
3168,ID,INI,0.1864406779661016
3169,Renew,INI,0.053763440860215
3170,S&D,INI,0.0634920634920634
3171,ECR,INI,0.1568627450980392
3172,EPP,INI,0.1641791044776119
3173,GUE/NGL,INI,0.3333333333333333
3174,Greens/EFA,INI,0.0
3175,ID,INI,0.3703703703703703
3176,Renew,INI,0.2168674698795181
3177,S&D,INI,0.0818181818181817
3178,ECR,CNS,0.0
3179,EPP,CNS,0.0
3180,GUE/NGL,CNS,0.0
3181,Greens/EFA,CNS,0.0
3182,ID,CNS,0.0
3183,Renew,CNS,0.0
3184,S&D,CNS,0.0
3185,ECR,BUD,0.0833333333333333
3186,EPP,BUD,0.0137931034482758
3187,GUE/NGL,BUD,0.0
3188,Greens/EFA,BUD,0.0
3189,ID,BUD,0.0625
3190,Renew,BUD,0.0
3191,S&D,BUD,0.008130081300813
3192,ECR,COD,0.0350877192982456
3193,EPP,COD,0.0062499999999999
3194,GUE/NGL,COD,0.1666666666666666
3195,Greens/EFA,COD,0.0
3196,ID,COD,0.4067796610169492
3197,Renew,COD,0.0
3198,S&D,COD,0.0
3199,ECR,INI,0.0526315789473684
3200,EPP,INI,0.025
3201,GUE/NGL,INI,0.5333333333333333
3202,Greens/EFA,INI,0.2307692307692307
3203,ID,INI,0.0169491525423728
3204,Renew,INI,0.1956521739130434
3205,S&D,INI,0.018348623853211
3206,ECR,INI,0.2037037037037037
3207,EPP,INI,0.0394736842105263
3208,GUE/NGL,INI,0.2142857142857143
3209,Greens/EFA,INI,0.046875
3210,ID,INI,0.15
3211,Renew,INI,0.0989010989010988
3212,S&D,INI,0.0
3213,ECR,INI,0.1964285714285714
3214,EPP,INI,0.0
3215,GUE/NGL,INI,0.4137931034482759
3216,Greens/EFA,INI,0.0
3217,ID,INI,0.4576271186440678
3218,Renew,INI,0.0
3219,S&D,INI,0.3032786885245901
3220,ECR,NLE,0.1052631578947368
3221,EPP,NLE,0.0062499999999999
3222,GUE/NGL,NLE,0.0666666666666666
3223,Greens/EFA,NLE,0.0
3224,ID,NLE,0.288135593220339
3225,Renew,NLE,0.0
3226,S&D,NLE,0.0
3227,ECR,COD,0.0
3228,EPP,COD,0.0062499999999999
3229,GUE/NGL,COD,0.3333333333333333
3230,Greens/EFA,COD,0.0
3231,ID,COD,0.0
3232,Renew,COD,0.0326086956521739
3233,S&D,COD,0.0083333333333333
3234,ECR,COD,0.3454545454545454
3235,EPP,COD,0.0903225806451613
3236,GUE/NGL,COD,0.2758620689655172
3237,Greens/EFA,COD,0.09375
3238,ID,COD,0.5084745762711864
3239,Renew,COD,0.0
3240,S&D,COD,0.0620155038759689
3241,ECR,RSP,0.2807017543859649
3242,EPP,RSP,0.3291139240506329
3243,GUE/NGL,RSP,0.0
3244,Greens/EFA,RSP,0.0
3245,ID,RSP,0.175438596491228
3246,Renew,RSP,0.4516129032258065
3247,S&D,RSP,0.0629921259842519
3248,ECR,RSP,0.0
3249,EPP,RSP,0.0
3250,GUE/NGL,RSP,0.5909090909090908
3251,Greens/EFA,RSP,0.0
3252,ID,RSP,0.1764705882352941
3253,Renew,RSP,0.0
3254,S&D,RSP,0.0
3255,ECR,RSP,0.2631578947368421
3256,EPP,RSP,0.5
3257,GUE/NGL,RSP,0.0
3258,Greens/EFA,RSP,0.0
3259,ID,RSP,0.1666666666666666
3260,Renew,RSP,0.0
3261,S&D,RSP,0.0
3262,ECR,RSP,0.0
3263,EPP,RSP,0.0075187969924812
3264,GUE/NGL,RSP,0.0714285714285714
3265,Greens/EFA,RSP,0.0
3266,ID,RSP,0.0
3267,Renew,RSP,0.0
3268,S&D,RSP,0.0
3269,ECR,INI,0.2280701754385965
3270,EPP,INI,0.0421686746987951
3271,GUE/NGL,INI,0.0606060606060605
3272,Greens/EFA,INI,0.0606060606060605
3273,ID,INI,0.0
3274,Renew,INI,0.0412371134020618
3275,S&D,INI,0.0
3276,ECR,CNS,0.0
3277,EPP,CNS,0.0060975609756097
3278,GUE/NGL,CNS,0.0588235294117647
3279,Greens/EFA,CNS,0.0
3280,ID,CNS,0.0338983050847457
3281,Renew,CNS,0.0
3282,S&D,CNS,0.0
3283,ECR,INI,0.2291666666666666
3284,EPP,INI,0.0076923076923076
3285,GUE/NGL,INI,0.2307692307692307
3286,Greens/EFA,INI,0.3050847457627118
3287,ID,INI,0.2199999999999999
3288,Renew,INI,0.0270270270270269
3289,S&D,INI,0.0990099009900989
3290,ECR,COD,0.125
3291,EPP,COD,0.0304878048780488
3292,GUE/NGL,COD,0.1764705882352941
3293,Greens/EFA,COD,0.0
3294,ID,COD,0.3050847457627118
3295,Renew,COD,0.0526315789473684
3296,S&D,COD,0.0
3297,ECR,INL,0.1551724137931034
3298,EPP,INL,0.1875
3299,GUE/NGL,INL,0.0
3300,Greens/EFA,INL,0.0645161290322581
3301,ID,INL,0.4545454545454546
3302,Renew,INL,0.5909090909090908
3303,S&D,INL,0.0076335877862595
3304,ECR,REG,0.0892857142857143
3305,EPP,REG,0.0060975609756097
3306,GUE/NGL,REG,0.0588235294117647
3307,Greens/EFA,REG,0.0
3308,ID,REG,0.2711864406779661
3309,Renew,REG,0.0
3310,S&D,REG,0.0
3311,ECR,INI,0.1929824561403509
3312,EPP,INI,0.103030303030303
3313,GUE/NGL,INI,0.303030303030303
3314,Greens/EFA,INI,0.2923076923076922
3315,ID,INI,0.4406779661016949
3316,Renew,INI,0.0309278350515463
3317,S&D,INI,0.0645161290322581
3318,ECR,INI,0.1730769230769231
3319,EPP,INI,0.0
3320,GUE/NGL,INI,0.074074074074074
3321,Greens/EFA,INI,0.0
3322,ID,INI,0.3725490196078431
3323,Renew,INI,0.0
3324,S&D,INI,0.0
3325,ECR,INI,0.2280701754385965
3326,EPP,INI,0.0120481927710843
3327,GUE/NGL,INI,0.2121212121212121
3328,Greens/EFA,INI,0.1384615384615384
3329,ID,INI,0.4915254237288136
3330,Renew,INI,0.0412371134020618
3331,S&D,INI,0.0666666666666666
3332,ECR,INI,0.2037037037037037
3333,EPP,INI,0.1349693251533742
3334,GUE/NGL,INI,0.2727272727272727
3335,Greens/EFA,INI,0.0923076923076923
3336,ID,INI,0.396551724137931
3337,Renew,INI,0.0625
3338,S&D,INI,0.0
3339,ECR,INI,0.2884615384615384
3340,EPP,INI,0.0145985401459853
3341,GUE/NGL,INI,0.0769230769230768
3342,Greens/EFA,INI,0.0
3343,ID,INI,0.6
3344,Renew,INI,0.0
3345,S&D,INI,0.0
3346,ECR,NLE,0.0
3347,EPP,NLE,0.0
3348,GUE/NGL,NLE,0.3939393939393939
3349,Greens/EFA,NLE,0.0
3350,ID,NLE,0.0
3351,Renew,NLE,0.0
3352,S&D,NLE,0.0
3353,ECR,NLE,0.0892857142857143
3354,EPP,NLE,0.0
3355,GUE/NGL,NLE,0.2352941176470588
3356,Greens/EFA,NLE,0.0
3357,ID,NLE,0.135593220338983
3358,Renew,NLE,0.3789473684210526
3359,S&D,NLE,0.3359375
3360,ECR,RSP,0.1071428571428571
3361,EPP,RSP,0.0062111801242236
3362,GUE/NGL,RSP,0.46875
3363,Greens/EFA,RSP,0.0151515151515151
3364,ID,RSP,0.3389830508474576
3365,Renew,RSP,0.0
3366,S&D,RSP,0.0
3367,ECR,RSP,0.5098039215686274
3368,EPP,RSP,0.3333333333333333
3369,GUE/NGL,RSP,0.0
3370,Greens/EFA,RSP,0.0
3371,ID,RSP,0.36
3372,Renew,RSP,0.0
3373,S&D,RSP,0.0
3374,ECR,RSP,0.0196078431372549
3375,EPP,RSP,0.0
3376,GUE/NGL,RSP,0.6
3377,Greens/EFA,RSP,0.0
3378,ID,RSP,0.4693877551020408
3379,Renew,RSP,0.0
3380,S&D,RSP,0.0095238095238094
3381,ECR,RSP,0.1428571428571429
3382,EPP,RSP,0.46875
3383,GUE/NGL,RSP,0.0
3384,Greens/EFA,RSP,0.0
3385,ID,RSP,0.5294117647058824
3386,Renew,RSP,0.0133333333333333
3387,S&D,RSP,0.1517857142857143
3388,ECR,COD,0.0
3389,EPP,COD,0.0069444444444444
3390,GUE/NGL,COD,0.0
3391,Greens/EFA,COD,0.0
3392,ID,COD,0.0
3393,Renew,COD,0.0114942528735632
3394,S&D,COD,0.0
3395,ECR,COD,0.0172413793103448
3396,EPP,COD,0.0068965517241379
3397,GUE/NGL,COD,0.0645161290322581
3398,Greens/EFA,COD,0.0
3399,ID,COD,0.4259259259259259
3400,Renew,COD,0.0
3401,S&D,COD,0.0
3402,ECR,COD,0.1034482758620689
3403,EPP,COD,0.3793103448275862
3404,GUE/NGL,COD,0.0
3405,Greens/EFA,COD,0.0158730158730159
3406,ID,COD,0.2222222222222222
3407,Renew,COD,0.5113636363636364
3408,S&D,COD,0.0458015267175572
3409,ECR,COD,0.087719298245614
3410,EPP,COD,0.1224489795918367
3411,GUE/NGL,COD,0.1290322580645161
3412,Greens/EFA,COD,0.0
3413,ID,COD,0.3333333333333333
3414,Renew,COD,0.1931818181818182
3415,S&D,COD,0.0
3416,ECR,RSP,0.0555555555555555
3417,EPP,RSP,0.0071428571428571
3418,GUE/NGL,RSP,0.5161290322580645
3419,Greens/EFA,RSP,0.081967213114754
3420,ID,RSP,0.5849056603773585
3421,Renew,RSP,0.0227272727272727
3422,S&D,RSP,0.0806451612903226
3423,ECR,COD,0.0357142857142857
3424,EPP,COD,0.0
3425,GUE/NGL,COD,0.0303030303030302
3426,Greens/EFA,COD,0.0
3427,ID,COD,0.2982456140350877
3428,Renew,COD,0.0
3429,S&D,COD,0.0387596899224805
3430,ECR,CNS,0.3448275862068966
3431,EPP,CNS,0.0061728395061728
3432,GUE/NGL,CNS,0.0909090909090909
3433,Greens/EFA,CNS,0.0
3434,ID,CNS,0.4
3435,Renew,CNS,0.0206185567010309
3436,S&D,CNS,0.0147058823529411
3437,ECR,NLE,0.1896551724137931
3438,EPP,NLE,0.0
3439,GUE/NGL,NLE,0.2121212121212121
3440,Greens/EFA,NLE,0.0
3441,ID,NLE,0.0169491525423728
3442,Renew,NLE,0.0
3443,S&D,NLE,0.0
3444,ECR,NLE,0.1403508771929824
3445,EPP,NLE,0.0
3446,GUE/NGL,NLE,0.3235294117647058
3447,Greens/EFA,NLE,0.0
3448,ID,NLE,0.0175438596491228
3449,Renew,NLE,0.0
3450,S&D,NLE,0.0
3451,ECR,INI,0.1568627450980392
3452,EPP,INI,0.0
3453,GUE/NGL,INI,0.3913043478260869
3454,Greens/EFA,INI,0.0161290322580645
3455,ID,INI,0.375
3456,Renew,INI,0.0
3457,S&D,INI,0.0
3458,ECR,COD,0.1034482758620689
3459,EPP,COD,0.1949685534591194
3460,GUE/NGL,COD,0.2121212121212121
3461,Greens/EFA,COD,0.0
3462,ID,COD,0.0
3463,Renew,COD,0.1958762886597937
3464,S&D,COD,0.0387596899224805
3465,ECR,COD,0.0517241379310344
3466,EPP,COD,0.0
3467,GUE/NGL,COD,0.2727272727272727
3468,Greens/EFA,COD,0.0
3469,ID,COD,0.1864406779661016
3470,Renew,COD,0.0
3471,S&D,COD,0.0
3472,ECR,CNS,0.0169491525423728
3473,EPP,CNS,0.0123456790123457
3474,GUE/NGL,CNS,0.0909090909090909
3475,Greens/EFA,CNS,0.0597014925373133
3476,ID,CNS,0.0
3477,Renew,CNS,0.0206185567010309
3478,S&D,CNS,0.0
3479,ECR,COD,0.4576271186440678
3480,EPP,COD,0.0434782608695651
3481,GUE/NGL,COD,0.5151515151515151
3482,Greens/EFA,COD,0.0
3483,ID,COD,0.5084745762711864
3484,Renew,COD,0.0103092783505154
3485,S&D,COD,0.0073529411764705
3486,ECR,NLE,0.125
3487,EPP,NLE,0.1572327044025157
3488,GUE/NGL,NLE,0.0294117647058823
3489,Greens/EFA,NLE,0.0147058823529411
3490,ID,NLE,0.4912280701754385
3491,Renew,NLE,0.032258064516129
3492,S&D,NLE,0.0077519379844961
3493,ECR,NLE,0.1228070175438597
3494,EPP,NLE,0.0
3495,GUE/NGL,NLE,0.2121212121212121
3496,Greens/EFA,NLE,0.0
3497,ID,NLE,0.1525423728813559
3498,Renew,NLE,0.0
3499,S&D,NLE,0.0
3500,ECR,NLE,0.0
3501,EPP,NLE,0.0
3502,GUE/NGL,NLE,0.5
3503,Greens/EFA,NLE,0.0
3504,ID,NLE,0.0
3505,Renew,NLE,0.0
3506,S&D,NLE,0.0
3507,ECR,NLE,0.0175438596491228
3508,EPP,NLE,0.0185185185185184
3509,GUE/NGL,NLE,0.2058823529411765
3510,Greens/EFA,NLE,0.0
3511,ID,NLE,0.0
3512,Renew,NLE,0.0
3513,S&D,NLE,0.0384615384615384
3514,ECR,NLE,0.0350877192982456
3515,EPP,NLE,0.0
3516,GUE/NGL,NLE,0.0
3517,Greens/EFA,NLE,0.0
3518,ID,NLE,0.2758620689655172
3519,Renew,NLE,0.0
3520,S&D,NLE,0.0
3521,ECR,COD,0.0172413793103448
3522,EPP,COD,0.0
3523,GUE/NGL,COD,0.1212121212121212
3524,Greens/EFA,COD,0.0298507462686566
3525,ID,COD,0.3050847457627118
3526,Renew,COD,0.0
3527,S&D,COD,0.0
3528,ECR,RSP,0.0175438596491228
3529,EPP,RSP,0.0
3530,GUE/NGL,RSP,0.5
3531,Greens/EFA,RSP,0.0
3532,ID,RSP,0.5263157894736843
3533,Renew,RSP,0.0
3534,S&D,RSP,0.0
3535,ECR,RSP,0.0612244897959183
3536,EPP,RSP,0.0
3537,GUE/NGL,RSP,0.1666666666666666
3538,Greens/EFA,RSP,0.0
3539,ID,RSP,0.1764705882352941
3540,Renew,RSP,0.0
3541,S&D,RSP,0.0
3542,ECR,RSP,0.0188679245283018
3543,EPP,RSP,0.0
3544,GUE/NGL,RSP,0.40625
3545,Greens/EFA,RSP,0.0
3546,ID,RSP,0.4901960784313726
3547,Renew,RSP,0.0
3548,S&D,RSP,0.0
3549,ECR,RSP,0.0
3550,EPP,RSP,0.0157480314960629
3551,GUE/NGL,RSP,0.5833333333333333
3552,Greens/EFA,RSP,0.0158730158730159
3553,ID,RSP,0.5652173913043479
3554,Renew,RSP,0.0120481927710843
3555,S&D,RSP,0.0425531914893616
3556,ECR,RSP,0.3461538461538461
3557,EPP,RSP,0.2461538461538461
3558,GUE/NGL,RSP,0.0769230769230768
3559,Greens/EFA,RSP,0.0
3560,ID,RSP,0.5102040816326531
3561,Renew,RSP,0.0119047619047618
3562,S&D,RSP,0.0096153846153845
3563,ECR,RSP,0.0
3564,EPP,RSP,0.1640625
3565,GUE/NGL,RSP,0.074074074074074
3566,Greens/EFA,RSP,0.0
3567,ID,RSP,0.3673469387755101
3568,Renew,RSP,0.0240963855421686
3569,S&D,RSP,0.0
3570,ECR,RSP,0.1730769230769231
3571,EPP,RSP,0.4347826086956522
3572,GUE/NGL,RSP,0.4838709677419355
3573,Greens/EFA,RSP,0.0
3574,ID,RSP,0.3673469387755101
